
209,โคลเวอร์ เพาเวอร์ จำกัด (มหาชน),0107564000073,242855095,-40.83,-159074169,-366.03,3486543182,16.59,889399553,1658878846,CLOVER POWER PUBLIC COMPANY LIMITED,วันที่ 18 มี.ค. 2564,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
210,ชัยวัฒนา แทนเนอรี่ กรุ๊ป จำกัด (มหาชน),0107537002036,949054424,-37.55,-272428472,-271.26,2993445533,-3.44,870256299,1875591145,CHAI WATANA TANNERY GROUP PUBLIC COMPANY LIMITED,วันที่ 7 มิ.ย. 2537,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
211,เดนทัล คอร์ปอเรชั่น จำกัด (มหาชน),0107559000281,310986698,14.58,58771355,2.08,696997136,-3.42,171098109,605852160,DENTAL CORPORATION PUBLIC COMPANY LIMITED,วันที่ 15 มิ.ย. 2559,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
212,ไดนาสตี้เซรามิค จำกัด (มหาชน),0107537000742,7809809472,-7.27,1145531399,-25.55,11378669725,7.62,912561126.6,6586170246,DYNASTY CERAMIC PUBLIC COMPANY LIMITED,วันที่ 9 มี.ค. 2537,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
213,ดีคอนโปรดักส์ จำกัด (มหาชน),0107547000303,1157283171,15.24,167732541,29.74,3303352366,16.57,718634039.6,2616376009,DCON PRODUCTS PUBLIC COMPANY LIMITED,วันที่ 24 มี.ค. 2547,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
214,ดู เดย์ ดรีม จำกัด (มหาชน),0107560000109,477143320,-21.12,-39094083,-145.54,4862614636,-4.01,318000000,4730329703,DO DAY DREAM PUBLIC COMPANY LIMITED,วันที่ 22 มี.ค. 2560,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
215,เดลต้า อีเลคโทรนิคส์ (ประเทศไทย) จำกัด (มหาชน),0107537002559,126741170821,20.47,17791646601,11.29,98708714132,21.71,1259000000,66856082417,DELTA ELECTRONICS (THAILAND) PUBLIC COMPANY LIMITED,วันที่ 23 ก.ย. 2537,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
216,เด็มโก้ จำกัด (มหาชน),0107549000092,2216060000,8.58,-659138000,-778.07,5976975000,-11.21,876413101,3275574000,DEMCO PUBLIC COMPANY LIMITED,วันที่ 26 พ.ค. 2549,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
217,เด็กซ์ซอน เทคโนโลยี จำกัด (มหาชน),0107565000468,539647632,-5.58,35084162,-69.88,1092176640,61.45,238250000,908172972,DEXON TECHNOLOGY PUBLIC COMPANY LIMITED,วันที่ 22 ก.ค. 2565,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
218,ดีเฮ้าส์พัฒนา จำกัด (มหาชน),0107563000045,32696555,-1.13,-19871027,11.09,812216751,11.01,453378662.5,462084360,ดีเฮ้าส์พัฒนา จำกัด (มหาชน),วันที่ 18 มี.ค. 2563,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
220,ไดเมท (สยาม) จำกัด (มหาชน),0107550000165,-128287074,-162.90,-180188924,-139.29,346418462,-36.44,1649640413,319382072,DIMET (SIAM) PUBLIC COMPANY LIMITED,วันที่ 25 ต.ค. 2550,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
221,ดิทโต้ (ประเทศไทย) จำกัด (มหาชน),0107559000150,1079847522,37.72,171043334,49.14,2524162007,95.21,399678906.5,2120721588,DITTO (THAILAND) PUBLIC COMPANY LIMITED,วันที่ 20 เม.ย. 2559,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
222,ทางยกระดับดอนเมือง จำกัด (มหาชน),0107537001129,2356435462,27.65,1003048705,28.50,10022327768,-4.22,6142410560,8492747033,DONMUANUTOLLWAY PUBLIC COMPANY LIMITED,วันที่ 18 เม.ย. 2537,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
223,ดีโอดี ไบโอเทค จำกัด (มหาชน),0107560000419,491808767,-11.57,30931719,109.85,1435199741,10.90,343471560.5,1182073566,DOD BIOTECH PUBLIC COMPANY LIMITED,วันที่ 29 พ.ย. 2560,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
224,ดูโฮม จำกัด (มหาชน),0107561000196,31615250606,0.18,526403493,-25.85,34838086028,1.72,3233746396,12481159116,DOHOME PUBLIC COMPANY LIMITED,วันที่ 24 พ.ค. 2561,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
225,สีเดลต้า จำกัด (มหาชน),0107563000193,1009617585,12.28,11443810,-79.74,1169797893,12.69,230000000,631524479,DELTA PAINT PUBLIC COMPANY LIMITED,วันที่ 17 ก.ค. 2563,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
228,ดี.ที.ซี. เอ็นเตอร์ไพรส์ จำกัด (มหาชน),0107564000405,736594000,16.00,104190000,132.10,1731801000,5.10,657887373,1474159000,D.T.C. ENTERPRISE PUBLIC COMPANY LIMITED,วันที่ 15 พ.ย. 2564,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
229,ดี.ที.ซี.อินดัสตรี่ส์ จำกัด (มหาชน),0107537001196,143705342,-8.36,462863,-95.01,413713270,-5.09,100000000,339817472,D.T.C. INDUSTRIES PUBLIC COMPANY LIMITED,วันที่ 21 เม.ย. 2537,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
230,ดุสิตธานี จำกัด (มหาชน),0107536000617,2265803000,0.74,-200765000,-175.62,15914005000,0.57,850000000,5063979000,DUSIT THANI PUBLIC COMPANY LIMITED,วันที่ 30 มิ.ย. 2536,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
231,ดีวี8 จำกัด (มหาชน),0107537002109,140554425,-13.18,-32927915,-77.16,808616158,67.58,1072812144,750236056,DV8 PUBLIC COMPANY LIMITED,วันที่ 9 มิ.ย. 2537,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
232,พลังงานบริสุทธิ์ จำกัด (มหาชน),0107551000061,21729377529,165.35,14504576036,600.29,93781315052,51.63,402000000,33160965159,ENERGY ABSOLUTE PUBLIC COMPANY LIMITED,วันที่ 27 มี.ค. 2551,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
233,อีซึ่น แอนด์ โค จำกัด (มหาชน),0107548000111,564516112,-4.12,93170837,14.57,1232710497,1.88,567084913,1089347602,EASON & CO PUBLIC COMPANY LIMITED,วันที่ 14 มี.ค. 2548,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
234,จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน),0107539000316,3212059536,-3.03,123207490,-79.49,26140099514,17.07,1663725149,9809510458,EASTERN WATER RESOURCES DEVELOPMENT AND MANAGEMENT PUBLIC COMPANY LIMITED,วันที่ 18 พ.ย. 2539,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
235,อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),0107555000449,1315167195,-7.50,-163806206,-1637.23,3929583766,0.49,287846277,1069992858,EAST COAST FURNITECH PUBLIC COMPANY LIMITED,วันที่ 18 ต.ค. 2555,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
236,ตะวันออกพาณิชย์ลีสซิ่ง จำกัด (มหาชน),0107546000288,540457989,-7.20,94704031,-50.84,4936888553,11.91,1478478669,1850062713,EASTERN COMMERCIAL LEASING PUBLIC COMPANY LIMITED,วันที่ 15 ก.ย. 2546,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
237,อีเทอเนิล เอนเนอยี จำกัด (มหาชน),0107536000790,-664321851,-20113.31,-691346415,-1886.86,999188735,-40.56,7750000000,986967918,ETERNAL ENERGY PUBLIC COMPANY LIMITED,วันที่ 29 ก.ค. 2536,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
238,อี ฟอร์ แอล เอม จำกัด (มหาชน),0107551000142,1213178000,-14.11,12773000,-78.77,1312755000,-11.47,3897918326.25,509387000,E FOR L AIM PUBLIC COMPANY LIMITED,วันที่ 5 มิ.ย. 2551,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
240,ผลิตไฟฟ้า จำกัด (มหาชน),0107537000866,15370226,-99.85,12436050,-99.81,125941384,-99.89,5300000000,81298581,ELECTRICITY GENERATING PUBLIC COMPANY LIMITED,วันที่ 23 มี.ค. 2537,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
241,เอกชัยการแพทย์ จำกัด (มหาชน),0107559000087,1090573973,-22.69,279989944,-49.67,2382601902,8.27,430754902,2112792887,EKACHAI MEDICAL CARE PUBLIC COMPANY LIMITED,วันที่ 22 มี.ค. 2559,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
242,อีเอ็มซี จำกัด (มหาชน),0107538000321,448580657,-30.47,-578137521,-70.70,2173489675,-18.37,23615337352,868283636,E. M. C. PUBLIC COMPANY LIMITED,วันที่ 9 มิ.ย. 2538,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
243,อีสเทอร์น พาวเวอร์ กรุ๊ป จำกัด (มหาชน),0107536000838,264755736,65.79,-20681561,80.64,5737643959,1.73,1165633871,1528757895,EASTERN POWER GROUP PUBLIC COMPANY LIMITED,วันที่ 13 ส.ค. 2536,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
244,อีสเทิร์นโพลีเมอร์ กรุ๊ป จำกัด (มหาชน),0107556000540,1056191060,440.73,865118231,-21.67,9180677775,10.79,2800000000,7396622948,EASTERN POLYMER GROUP PUBLIC COMPANY LIMITED,วันที่ 15 ส.ค. 2556,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
245,ดิ เอราวัณ กรุ๊ป จำกัด (มหาชน),0107537001943,3414910976,59.70,478579418,280.13,16750521110,2.26,4891207330,7544348020,THE ERAWAN GROUP PUBLIC COMPANY LIMITED,วันที่ 1 มิ.ย. 2537,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
246,อีสเทอร์น สตาร์ เรียล เอสเตท จำกัด (มหาชน),0107536000307,1258714135,-29.23,19439917,-62.25,7058036607,6.72,5172246185,5185242520,EASTERN STAR REAL EATATE PUBLIC COMPANY LIMITED,วันที่ 12 พ.ค. 2536,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
247,เอิร์ธ เท็ค เอนไวรอนเมนท์ จำกัด (มหาชน),0107562000475,366356201,4.81,35899215,-28.47,3977843020,15.81,1230000000,2721026410,เอิร์ธ เท็ค เอนไวรอนเมนท์ จำกัด (มหาชน),วันที่ 13 ธ.ค. 2562,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
248,บูรพา เทคนิคอล เอ็นจิเนียริ่ง จำกัด (มหาชน),0107552000014,741106628,59.42,59224735,247.17,1970973933,12.01,280000000,956314555,EASTERN TECHNICAL ENGINEERING PUBLIC COMPANY LIMITED,วันที่ 30 ม.ค. 2552,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
251,เอเวอร์แลนด์ จำกัด (มหาชน),0107537000726,590336504,23.45,-352871851,-20.01,6220707588,-3.97,6473046061,2001588873,EVERLAND PUBLIC COMPANY LIMITED,วันที่ 7 มี.ค. 2537,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
252,ฟู้ดแอนด์ดริ๊งส์ จำกัด (มหาชน),0107536001192,757847364,-1.25,42663655,32.76,1590979588,2.27,176243080,1227475402,FOOD AND DRINKS PUBLIC COMPANY LIMITED,วันที่ 15 ต.ค. 2536,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
253,แฟนซีวู๊ด อินดัสตรีส จำกัด (มหาชน),0107536001141,88868034,-61.27,-1509433,97.57,815961144,-3.79,615000000,795951995,FANCYWOOD INDUSTRIES PUBLIC COMPANY LIMITED,วันที่ 6 ต.ค. 2536,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
254,ฟาร์อีสท์ เฟมไลน์ ดีดีบี จำกัด (มหาชน),0107537001528,565354810,46.92,74447514,183.20,1587572725,14.12,78700000,1246632578,FAR EAST FAME LINE DDB PUBLIC COMPANY LIMITED,วันที่ 12 พ.ค. 2537,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
255,ฟลอยด์ จำกัด (มหาชน),0107559000125,405599589,33.76,20961904,-13.12,550639054,1.36,277771785.5,458493956,FLOYD PUBLIC COMPANY LIMITED,วันที่ 1 เม.ย. 2559,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
257,ไฟน์ เม็ททัล เทคโนโลยีส์ จำกัด (มหาชน),0107539000057,6772842226,-15.12,96455091,-2.53,2792381566,-8.00,480000000,1650068387,FINE METAL TECHNOLOGIES PUBLIC COMPANY LIMITED,วันที่ 22 ก.พ. 2539,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
258,เอฟเอ็น แฟคตอรี่ เอ๊าท์เลท จำกัด (มหาชน),0107559000206,486005341,-3.87,-232914592,-169.17,1269516157,-18.34,500000000,1069529491,FN FACTORY OUTLET PUBLIC COMPANY LIMITED,วันที่ 11 พ.ค. 2559,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
259,เอฟเอ็นเอส โฮลดิ้งส์ จำกัด (มหาชน),0107545000080,154877000,-66.94,17917000,-94.70,5152195000,42.20,3458554400,3746783000,FNS HOLDINGS PUBLIC COMPANY LIMITED,วันที่ 19 มิ.ย. 2545,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
260,ฟอร์ท คอร์ปอเรชั่น จำกัด (มหาชน),0107548000471,3134664542,-0.15,799774079,60.23,5225100759,8.83,467687350,1825142189,FORTH CORPORATION PUBLIC COMPANY LIMITED,วันที่ 8 ก.ค. 2548,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
261,ฟอร์จูน พาร์ท อินดัสตรี้ จำกัด (มหาชน),0107547000508,2356396000,-8.13,381676000,-13.71,3628050000,-4.51,378257483.5,2417816000,FORTUNE PARTS INDUSTRY PUBLIC COMPANY LIMITED,วันที่ 18 พ.ค. 2547,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
262,เฟรเซอร์ส พร็อพเพอร์ตี้ (ประเทศไทย) จำกัด (มหาชน),0107544000051,3684548000,-12.10,1816204000,-23.24,73466709000,4.39,3710843868,37666238000,FRASERS PROPERTY (THAILAND) PUBLIC COMPANY LIMITED,วันที่ 28 มิ.ย. 2544,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
263,ฟอร์ท สมาร์ท เซอร์วิส จำกัด (มหาชน),0107556000663,2228141963,-8.09,306550883,6.21,2730187364,-5.07,376570650,1166558273,FORTH SMART SERVICE PUBLIC COMPANY LIMITED,วันที่ 10 ต.ค. 2556,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
265,ไฟร์เทรดเอ็นจิเนียริ่ง จำกัด (มหาชน),0107559000397,1111479488,6.65,124046378,50.62,1150876551,0.52,330000000,831296310,FIRETRADE ENGINEERING PUBLIC COMPANY LIMITED,วันที่ 8 ส.ค. 2559,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
266,ฟังก์ชั่น อินเตอร์เนชั่นแนล จำกัด (มหาชน),0107564000421,785649687,12.22,44642649,23.92,1058443336,21.53,450000000,713650671,FUNCTION INTERNATIONAL PUBLIC COMPANY LIMITED,วันที่ 3 ธ.ค. 2564,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
269,ฟิลเตอร์ วิชั่น จำกัด (มหาชน),0107555000091,467013138,13.81,31629725,38.34,664922487,7.32,282571479.5,467727986,FILLER VISION PUBLIC COMPANY LIMITED,วันที่ 14 พ.ค. 2555,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
270,จีเอเบิล จำกัด (มหาชน),0107565000549,4516553595,4.83,188995959,-55.49,5053859748,41.45,707500000,2069685268,G-ABLE PUBLIC COMPANY LIMITED,วันที่ 18 ส.ค. 2565,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
272,โกลเบล็ก โฮลดิ้ง แมนเนจเม้นท์ จำกัด (มหาชน),0107547000435,89840930,-15.91,52865489,-29.25,1489677075,-1.00,1460000000,1465948000,GLOBLEX HOLDING MANAGEMENT PUBLIC COMPANY LIMITED,วันที่ 28 เม.ย. 2547,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
273,โกลบอล คอนเน็คชั่นส์ จำกัด (มหาชน),0107548000153,5111302486,-7.61,186286766,14.03,1841763704,0.33,220000000,606414937,GLOBAL CONNECTIONS PUBLIC COMPANY LIMITED,วันที่ 17 มี.ค. 2548,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
274,จี แคปปิตอล จำกัด (มหาชน),0107555000031,185801497,156.32,14817532,114.72,1245880037,-10.77,274963373.5,482111886,G CAPITAL PUBLIC COMPANY LIMITED,วันที่ 28 ก.พ. 2555,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
275,เจนเนอรัล เอนจิเนียริ่ง จำกัด (มหาชน),0107536001338,1740539632,-35.02,-479241513,-458.16,6256198567,-6.80,8084938508.55,4075427937,GENERAL ENGINEERING PUBLIC COMPANY LIMITED,วันที่ 5 พ.ย. 2536,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
276,บริหารและพัฒนาเพื่อการอนุรักษ์สิ่งแวดล้อม จำกัด(มหาชน),0107540000111,209905290,-19.25,-115699285,-1228.31,1411767225,-10.41,1122297625,1239576945,GENERAL ENVIRONMENTAL CONSERVATION PUBLIC COMPANY LIMITED,วันที่ 8 ส.ค. 2540,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
278,จีเอฟพีที จำกัด (มหาชน),0107537001471,9029239558,-8.16,4310627,-99.35,8788250982,3.51,1400000000,3488192101,G FPT PUBLIC COMPANY LIMITED,วันที่ 10 พ.ค. 2537,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
279,โกลบอลกรีนเคมิคอล จำกัด (มหาชน),0107559000044,17876535681,-28.65,-79639425,-110.58,13942287350,2.11,9724833650,10080525706,GLOBAL GREEN CHEMICALS PUBLIC COMPANY LIMITED,วันที่ 18 ก.พ. 2559,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
280,กิฟท์ อินฟินิท จำกัด (มหาชน),0107553000140,52415338,-55.90,-16009922,-39.91,1553863126,200.21,881082298,1016933555,GIFT INFINITE PUBLIC COMPANY LIMITED,วันที่ 16 ก.ค. 2553,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
281,จี เจ สตีล จำกัด (มหาชน),0107538000401,12596882088,-28.10,-491683715,84.32,12852805623,-4.76,27600824751.36,12197803944,G J STEEL PUBLIC COMPANY LIMITED,วันที่ 9 ส.ค. 2538,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
282,กรุ๊ปลีส จำกัด (มหาชน),0107537000327,1191549000,-38.61,-2803834000,-1169.70,9494687000,-24.68,922545040,2942114000,GROUP LEASE PUBLIC COMPANY LIMITED,วันที่ 28 ม.ค. 2537,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
283,แกรนด์ คาแนล แลนด์ จำกัด (มหาชน),0107538000118,671275930,28.84,220236521,59.91,25875625959,2.55,6535484202,12383399698,GRAND CANAL LAND PUBLIC COMPANY LIMITED,วันที่ 3 มี.ค. 2538,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
284,สยามโกลบอลเฮ้าส์ จำกัด (มหาชน),0107551000029,32528945757,-8.22,2530350844,-24.44,37608993791,-0.75,5201874978,22830511873,SIAM GLOBAL HOUSE PUBLIC COMPANY LIMITED,วันที่ 4 มี.ค. 2551,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
285,โกลบอล คอนซูเมอร์ จำกัด (มหาชน),0107536001095,827692905,-1.46,-881077966,-1047.80,1303110262,-40.62,2102201655,683296389,GLOBAL CONSUMER PUBLIC COMPANY LIMITED,วันที่ 30 ก.ย. 2536,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
286,รุ่งเรืองตลอดไป จำกัด (มหาชน),0107564000081,75921013,-22.75,-23930334,-216.82,290825626,-12.40,202500000,272102998,GLORY FOREVER PUBLIC COMPANY LIMITED,วันที่ 19 มี.ค. 2564,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
287,กรังด์ปรีซ์ อินเตอร์เนชั่นแนล จำกัด (มหาชน),0107557000322,639172088,9.21,74853508,35.66,905705568,9.40,300000000,769130712,GRAND PRIX INTERNATIONAL PUBLIC COMPANY LIMITED,วันที่ 2 ก.ย. 2557,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
288,โกลบอล เพาเวอร์ ซินเนอร์ยี่ จำกัด (มหาชน),0107557000411,28849143982,-40.53,791097840,-78.04,220753609522,-3.41,28197293710,129178934331,GLOBAL POWER SYNERGY PUBLIC COMPANY LIMITED,วันที่ 27 พ.ย. 2557,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
289,จีเอ็มเอ็ม แกรมมี่ จำกัด (มหาชน),0107537000955,724468214,-77.10,53711969,-60.62,3578355395,-28.15,819949729,1894618828,GMM GRAMMY PUBLIC COMPANY LIMITED,วันที่ 25 มี.ค. 2537,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
290,แกรนด์ แอสเสท โฮเทลส์ แอนด์ พรอพเพอร์ตี้ จำกัด(มหาชน),0107546000164,1481255654,33.29,-697843274,1.81,16006649023,-2.08,4670560011.5,3479492257,GRANDE ASSET HOTELS AND PROPERTY PUBLIC COMPANY LIMITED,วันที่ 7 ก.ค. 2546,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
291,กรีน รีซอร์สเซส จำกัด (มหาชน),0107548000587,42102081,59252.21,-39555980,-194001.67,705649431,94489.94,818024729,698527512,GREEN RESOURCES PUBLIC COMPANY LIMITED,วันที่ 17 ส.ค. 2548,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
293,โกลบอล เซอร์วิส เซ็นเตอร์ จำกัด (มหาชน),0107561000137,105122761,23.46,-101267851,-7663.68,130073749,-45.47,125000000,109002730,GLOBAL SERVICE CENTER PUBLIC COMPANY LIMITED,วันที่ 3 พ.ค. 2561,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
294,จี สตีล จำกัด (มหาชน),0107538000746,11016050453,-26.70,-1015871604,49.24,8462013895,-17.65,158059755140,2038560524,G STEEL PUBLIC COMPANY LIMITED,วันที่ 12 ธ.ค. 2538,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
295,เจตาแบค จำกัด (มหาชน),0107558000407,1090635180,-0.10,60951228,37.00,1112973205,11.08,240000000,759550360,GETABEC,วันที่ 18 ก.ย. 2558,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
296,กรีนเทค เวนเจอร์ส จำกัด (มหาชน),0107552000120,110704283,16.27,-1195985379,-532.72,3196049476,-27.39,6565478122.5,2722723552,GREEN TECH VENTURES PUBLIC COMPANY LIMITED,วันที่ 18 พ.ค. 2552,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
297,กัลฟ์ เอ็นเนอร์จี ดีเวลลอปเมนท์ จำกัด (มหาชน),0107560000231,20933838951,101.75,13227529522,183.36,269956054282,14.32,11733150000,103730305795,GULF ENERGY DEVELOPMENT PUBLIC COMPANY LIMITED,วันที่ 25 พ.ค. 2560,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
298,กันกุลเอ็นจิเนียริ่ง จำกัด (มหาชน),0107552000146,2164595070,-15.80,1169305964,-5.84,17904953663,5.32,2220632743.5,10370373358,GUNKUL ENGINEERING PUBLIC COMPANY LIMITED,วันที่ 10 ส.ค. 2552,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
300,กู๊ดเยียร์(ประเทศไทย) จำกัด (มหาชน),0107537001188,6253600650,11.03,66416460,148.24,8021136911,-4.04,74000000,3631363865,GOODYEAR (THAILAND) PUBLIC COMPANY LIMITED,วันที่ 20 เม.ย. 2537,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
301,ฮานา ไมโครอิเล็คโทรนิคส จำกัด (มหาชน),0107536000773,12854865493,8.53,2123429172,-1.52,17832024195,43.13,885366746,16246009325,HANA MICROELECTRONICS PUBLIC COMPANY LIMITED,วันที่ 26 ก.ค. 2536,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
302,หาญ เอ็นจิเนียริ่ง โซลูชั่นส์ จำกัด (มหาชน),0107557000217,1318601728,7.09,115116968,25.81,1756595502,-1.37,292250000,1387494330,HARN ENGINEERING SOLUTIONS PUBLIC COMPANY LIMITED,วันที่ 22 พ.ค. 2557,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
303,เฮลท์ เอ็มไพร์ คอร์ปอเรชั่น จำกัด (มหาชน),0107546000440,11364327,-57.24,-719406916,-1768.93,734170389,-49.15,603021545,678909052,HEALTH EMPIRE CORPORATION PUBLIC COMPANY LIMITED,วันที่ 29 ธ.ค. 2546,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
304,เฮงลิสซิ่ง แอนด์ แคปปิตอล จำกัด (มหาชน),0107564000120,2877725421,35.46,422008473,-8.48,15673195758,27.80,3810000000,5416086578,HENG LEASING AND CAPITAL,วันที่ 21 เม.ย. 2564,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
305,ฮั้วฟง รับเบอร์ (ไทยแลนด์) จำกัด (มหาชน),0107545000152,2663971525,-22.99,262367906,-28.23,4193497461,0.64,658434300,3700414287,HWA FONG RUBBER (THAILAND) PUBLIC COMPANY LIMITED,วันที่ 29 ก.ค. 2545,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
306,เฮลท์ลีด จำกัด (มหาชน),0107563000347,111229240,-24.77,74678566,-36.84,965270421,2.87,136000000,945899918,HEALTHLEAD PUBLIC COMPANY LIMITED,วันที่ 9 ธ.ค. 2563,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
307,โฮม โปรดักส์ เซ็นเตอร์ จำกัด (มหาชน),0107544000043,71756763218,10.80,6174969923,2.55,66839827479,5.07,13151198025,23759551863,HOME PRODUCT CENTER PUBLIC COMPANY LIMITED,วันที่ 29 พ.ค. 2544,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
309,โฮม พอตเทอรี่ จำกัด (มหาชน),0107557000497,243012066,-3.23,21648146,-28.73,360362460,1.67,165978562.75,313462737,HOME POTTERY PUBLIC COMPANY LIMITED,วันที่ 30 ธ.ค. 2557,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
310,หาดทิพย์ จำกัด (มหาชน),0107537002206,7788512278,10.43,422903825,-10.91,6224116587,10.29,201210180,3644956102,HAAD THIP PUBLIC COMPANY LIMITED,วันที่ 16 มิ.ย. 2537,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
311,แฮลเซี่ยน เทคโนโลยี่ จำกัด (มหาชน),0107551000096,375857172,-17.54,27595997,-70.32,1298358498,-0.82,300000340,1170416182,HALCYON TECHNOLOGY PUBLIC COMPANY LIMITED,วันที่ 14 พ.ค. 2551,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
312,ฮิวแมนิก้า จำกัด (มหาชน),0107560000338,677663000,16.63,235485000,99.47,3569144000,1.35,438721788,3342699000,HUMANICA PUBLIC COMPANY LIMITED,วันที่ 4 ส.ค. 2560,ยังดำเนินกิจการอยู่,บริษัทมหาชนจำกัด
